"student_id","school_id","grade","class","q1","q2","q3","q4","q5","q6","q7","q8","complete_survey"
"TEnoX@cunb.edu","141",7,"B","Very much","Not at all","Slightly","Strongly disagree","Disagree","Disagree","Agree","Work after finishing school",1
"TF9Z2@cunb.edu","426",8,"B","Somewhat","Much","Very much","Strongly disagree","Strongly agree","Strongly disagree","Neutral","Enroll in an university",1
"tfIyr@cunb.edu","881",6,"D","Much","Not at all","Somewhat","Neutral","Strongly disagree","Neutral","Neutral","Enroll in a technical institute",1
"TfZza@cunb.edu","499",7,"B","Slightly","Somewhat","Very much","Strongly agree","Strongly agree","Neutral","Neutral","Enroll in an university",1
"TNdac@cunb.edu","057",7,"A","Very much","Much","Slightly","Neutral","Strongly agree","Strongly agree","Strongly agree","Work after finishing school",1
"ToLpH@cunb.edu","426",8,"A","Very much","Very much","Not at all","Strongly disagree","Disagree","Agree","Strongly agree","Enroll in high school",1
"tQao6@cunb.edu","060",8,"B","Very much","Slightly","Slightly","Agree","Agree","Strongly agree","Strongly disagree","Enroll in a technical institute",1
"TrfP2@cunb.edu","262",6,"A","Much","Somewhat","Much","Neutral","Agree","Neutral","Neutral","I don't know",1
"tU8sl@cunb.edu","812",7,"D","Much","Not at all","Slightly","Strongly disagree","Neutral","Agree","Agree","I don't know",1
"tVJ9F@cunb.edu","057",7,"B","Slightly","Not at all","Very much","Agree","Disagree","Strongly disagree","Agree","Enroll in a  professional/vocational institute",1
"TxDiG@cunb.edu","141",7,"B","Slightly","Somewhat","Slightly","Agree","Neutral","Neutral","Strongly disagree","Enroll in high school",1
"TXOnG@cunb.edu","141",8,"B","Slightly","Somewhat","Not at all","Agree","Disagree","Disagree","Disagree","I don't know",1
"TYd4V@cunb.edu","057",6,"C","Very much","Not at all","Very much","Neutral","Strongly agree","Strongly agree","Strongly disagree","Enroll in an university",1
"UdGjV@cunb.edu","881",6,"B","Somewhat","Not at all","Very much","Neutral","Disagree","Strongly disagree","Strongly agree","Work after finishing school",1
"ueAmd@cunb.edu","262",8,"D","Not at all","Not at all","Not at all","Agree","Strongly agree","Strongly agree","Strongly disagree","I don't know",1
"UeTDR@cunb.edu","141",7,"B","Not at all","Very much","Much","Strongly agree","Strongly agree","Disagree","Strongly disagree","Enroll in a  professional/vocational institute",1
"ufxQs@cunb.edu","499",8,"C","Somewhat","Not at all","Much","Strongly disagree","Agree","Agree","Strongly disagree","Work after finishing school",1
"uH5Yn@cunb.edu","141",7,"D","Very much","Very much","Slightly","Strongly disagree","Strongly agree","Agree","Agree","Enroll in a technical institute",1
"uhKT5@cunb.edu","426",7,"D","Not at all","Not at all","Not at all","Disagree","Strongly agree","Strongly agree","Neutral","I don't know",1
"uJWt4@cunb.edu","812",7,"C","Not at all","Not at all","Much","Strongly disagree","Neutral","Disagree","Strongly disagree","Enroll in a  professional/vocational institute",1
"UL3tM@cunb.edu","262",8,"C","Not at all","Slightly","Very much","Strongly agree","Disagree","Agree","Strongly disagree","Enroll in a technical institute",1
"ULBoo@cunb.edu","262",7,"A","Not at all","Much","Very much","Strongly agree","Strongly agree","Agree","Agree","Work after finishing school",1
"UmDBF@cunb.edu","426",6,"C","Slightly","Much","Slightly","Agree","Strongly agree","Disagree","Neutral","Enroll in high school",1
"USkeb@cunb.edu","060",7,"B","Slightly","Much","Slightly","Strongly disagree","Strongly disagree","Neutral","Neutral","Enroll in high school",1
"uuOz9@cunb.edu","499",7,"D","Slightly","Somewhat","Very much","Strongly disagree","Agree","Disagree","Agree","Enroll in an university",1
"V1tgi@cunb.edu","812",6,"A","Not at all","Very much","Very much","Strongly disagree","Neutral","Strongly disagree","Agree","I don't know",1
"V5EgG@cunb.edu","946",6,"B","Not at all","Not at all","Slightly","Strongly disagree","Neutral","Strongly disagree","Neutral","Enroll in high school",1
"V9L3z@cunb.edu","057",6,"C","Slightly","Not at all","Somewhat","Strongly disagree","Disagree","Disagree","Agree","Enroll in a  professional/vocational institute",1
"V9L3z@cunb.edu","057",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,0
"Vbnmp@cunb.edu","060",8,"C","Slightly","Much","Not at all","Strongly disagree","Disagree","Neutral","Disagree","Work after finishing school",1
"Vbnmp@cunb.edu","060",8,"C",NA,NA,NA,NA,NA,NA,NA,NA,0
"vdlX2@cunb.edu","262",8,"B","Much","Not at all","Very much","Disagree","Neutral","Neutral","Strongly agree","Enroll in an university",1
"VDPrb@cunb.edu","057",8,"A","Slightly","Not at all","Slightly","Neutral","Strongly agree","Disagree","Disagree","Work after finishing school",1
"Vg8p9@cunb.edu","812",8,"B","Slightly","Not at all","Much","Neutral","Disagree","Strongly agree","Strongly disagree","Work after finishing school",1
"Viy4K@cunb.edu","060",7,"B","Slightly","Very much","Not at all","Strongly agree","Disagree","Disagree","Strongly agree","Enroll in a  professional/vocational institute",1
"Vj9UC@cunb.edu","881",6,"C","Somewhat","Slightly","Not at all","Strongly agree","Disagree","Agree","Disagree","Enroll in a  professional/vocational institute",1
"vN0hR@cunb.edu","881",7,"A","Not at all","Slightly","Very much","Strongly agree","Neutral","Disagree","Neutral","Work after finishing school",1
"vVOcQ@cunb.edu","946",6,"C","Not at all","Much","Not at all","Neutral","Strongly disagree","Disagree","Strongly disagree","Enroll in high school",1
"vykaT@cunb.edu","946",8,"D","Somewhat","Much","Slightly","Disagree","Neutral","Strongly disagree","Disagree","Enroll in an university",1
"VZ3c5@cunb.edu","499",6,"C","Much","Very much","Very much","Strongly agree","Strongly disagree","Disagree","Strongly agree","Work after finishing school",1
"WDtRU@cunb.edu","499",8,"D","Very much","Slightly","Slightly","Disagree","Agree","Strongly disagree","Strongly disagree","I don't know",1
"WhDe3@cunb.edu","458",8,"A","Much","Not at all","Much","Neutral","Agree","Neutral","Strongly agree","Enroll in a technical institute",1
"wilVn@cunb.edu","946",7,"B","Somewhat","Very much","Slightly","Neutral","Strongly agree","Disagree","Disagree","Work after finishing school",1
"WJ8Qq@cunb.edu","881",6,"D","Very much","Very much","Not at all","Neutral","Neutral","Agree","Neutral","I don't know",1
"wKmoO@cunb.edu","141",6,"D","Very much","Slightly","Not at all","Strongly agree","Agree","Neutral","Agree","Enroll in a technical institute",1
"WlSXY@cunb.edu","458",6,"D","Not at all","Very much","Slightly","Strongly disagree","Disagree","Agree","Strongly agree","Enroll in a technical institute",1
"WOdJf@cunb.edu","499",7,"B","Not at all","Not at all","Much","Agree","Disagree","Neutral","Strongly disagree","Work after finishing school",1
"WpDNa@cunb.edu","426",6,"C","Very much","Very much","Much","Strongly agree","Neutral","Neutral","Disagree","Enroll in an university",1
"wPuQt@cunb.edu","060",7,"A","Very much","Somewhat","Not at all","Strongly agree","Strongly agree","Strongly disagree","Agree","Work after finishing school",1
"WPxis@cunb.edu","057",7,"D","Not at all","Very much","Much","Disagree","Disagree","Neutral","Agree","Enroll in high school",1
"wqj6o@cunb.edu","946",6,"B","Not at all","Somewhat","Much","Agree","Strongly disagree","Strongly disagree","Neutral","Enroll in a technical institute",1
"WrvTX@cunb.edu","060",7,"C","Slightly","Somewhat","Slightly","Disagree","Disagree","Neutral","Strongly agree","Enroll in a  professional/vocational institute",1
"WYOEs@cunb.edu","060",6,"D","Slightly","Slightly","Slightly","Strongly agree","Strongly disagree","Neutral","Strongly disagree","Work after finishing school",1
"x3DaX@cunb.edu","812",6,"A","Very much","Somewhat","Not at all","Disagree","Strongly agree","Strongly agree","Strongly disagree","Work after finishing school",1
"X7x7g@cunb.edu","499",7,"B","Not at all","Slightly","Slightly","Neutral","Agree","Agree","Neutral","Enroll in a technical institute",1
"X86tq@cunb.edu","262",6,"A","Not at all","Slightly","Very much","Strongly disagree","Strongly disagree","Neutral","Strongly agree","I don't know",1
"X91KB@cunb.edu","812",6,"C","Very much","Not at all","Slightly","Neutral","Neutral","Strongly agree","Disagree","I don't know",1
"xBIRr@cunb.edu","881",6,"B","Much","Very much","Slightly","Strongly disagree","Agree","Strongly disagree","Agree","Enroll in high school",1
"XbPFw@cunb.edu","141",7,"C","Not at all","Much","Not at all","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Enroll in an university",1
"XgRrw@cunb.edu","141",6,"D","Slightly","Very much","Not at all","Agree","Strongly agree","Strongly disagree","Disagree","Enroll in a technical institute",1
"XHff1@cunb.edu","057",6,"C","Very much","Not at all","Much","Strongly agree","Disagree","Disagree","Strongly disagree","Enroll in an university",1
"xHOis@cunb.edu","881",7,"B","Very much","Slightly","Very much","Disagree","Disagree","Disagree","Agree","Enroll in high school",1
"xl2ct@cunb.edu","499",6,"A","Somewhat","Not at all","Not at all","Disagree","Agree","Neutral","Agree","Enroll in a technical institute",1
"XMDVn@cunb.edu","458",8,"B","Very much","Very much","Not at all","Disagree","Agree","Neutral","Strongly disagree","Work after finishing school",1
"xNTHJ@cunb.edu","458",6,"D","Very much","Very much","Much","Neutral","Strongly agree","Strongly disagree","Disagree","Enroll in a technical institute",1
"xOryh@cunb.edu","458",6,"C","Very much","Not at all","Slightly","Strongly agree","Neutral","Neutral","Disagree","Enroll in a  professional/vocational institute",1
"XSWXM@cunb.edu","881",6,"A","Much","Slightly","Very much","Disagree","Strongly disagree","Neutral","Neutral","Enroll in a technical institute",1
"xulpg@cunb.edu","881",8,"C","Slightly","Slightly","Slightly","Strongly disagree","Disagree","Strongly agree","Strongly agree","Enroll in an university",1
"xVa2K@cunb.edu","262",8,"D","Slightly","Slightly","Slightly","Strongly disagree","Agree","Neutral","Strongly disagree","Work after finishing school",1
"XzJVR@cunb.edu","057",6,"A","Somewhat","Somewhat","Much","Disagree","Neutral","Agree","Disagree","Work after finishing school",1
"xzv5c@cunb.edu","060",6,"D","Somewhat","Very much","Much","Disagree","Strongly agree","Neutral","Strongly agree","Enroll in high school",1
"xZwEQ@cunb.edu","060",6,"D","Much","Slightly","Much","Neutral","Neutral","Neutral","Strongly agree","Enroll in high school",1
"y5gvG@cunb.edu","881",6,"A","Somewhat","Somewhat","Somewhat","Agree","Agree","Strongly agree","Strongly disagree","I don't know",1
"y5gvG@cunb.edu","881",6,"A",NA,NA,NA,NA,NA,NA,NA,NA,0
"yAJOc@cunb.edu","499",8,"C","Much","Somewhat","Very much","Strongly disagree","Neutral","Disagree","Disagree","I don't know",1
"yANBw@cunb.edu","499",6,"C","Much","Very much","Slightly","Disagree","Agree","Neutral","Neutral","Enroll in an university",1
"Ycil4@cunb.edu","812",7,"B","Much","Somewhat","Not at all","Strongly agree","Neutral","Neutral","Disagree","Enroll in an university",1
"ye0bd@cunb.edu","499",8,"B","Not at all","Much","Somewhat","Strongly disagree","Strongly agree","Strongly disagree","Neutral","Enroll in high school",1
"YEWSV@cunb.edu","499",8,"B","Very much","Very much","Much","Neutral","Strongly agree","Strongly agree","Strongly disagree","Enroll in high school",1
"yimRW@cunb.edu","881",8,"B","Somewhat","Not at all","Much","Neutral","Disagree","Strongly disagree","Strongly disagree","Enroll in an university",1
"ykadf@cunb.edu","812",6,"A","Somewhat","Somewhat","Slightly","Strongly disagree","Disagree","Strongly disagree","Agree","Enroll in an university",1
"ylW2t@cunb.edu","057",6,"A","Very much","Very much","Much","Neutral","Strongly agree","Disagree","Disagree","Enroll in a technical institute",1
"Yn5uG@cunb.edu","946",8,"D","Very much","Much","Much","Strongly disagree","Neutral","Agree","Agree","Enroll in an university",1
"yQxuv@cunb.edu","812",6,"B","Somewhat","Not at all","Very much","Disagree","Neutral","Strongly disagree","Disagree","Enroll in a technical institute",1
"Yrw1J@cunb.edu","812",8,"C","Much","Somewhat","Slightly","Neutral","Strongly agree","Strongly disagree","Strongly disagree","Work after finishing school",1
"YsFJZ@cunb.edu","499",8,"A","Not at all","Very much","Much","Strongly agree","Agree","Strongly disagree","Disagree","Enroll in a technical institute",1
"YuotT@cunb.edu","812",6,"D","Not at all","Very much","Much","Agree","Agree","Agree","Disagree","Work after finishing school",1
"YURxL@cunb.edu","458",7,"C","Very much","Very much","Somewhat","Strongly agree","Agree","Neutral","Agree","I don't know",1
"YxmoK@cunb.edu","057",7,"D","Slightly","Slightly","Somewhat","Agree","Disagree","Neutral","Disagree","Work after finishing school",1
"YZyz6@cunb.edu","812",8,"B","Very much","Slightly","Not at all","Strongly agree","Agree","Strongly disagree","Strongly disagree","I don't know",1
"z2NHZ@cunb.edu","141",7,"B","Much","Much","Somewhat","Strongly agree","Disagree","Neutral","Strongly agree","Enroll in an university",1
"Z73xP@cunb.edu","262",6,"D","Somewhat","Somewhat","Not at all","Strongly agree","Strongly disagree","Strongly disagree","Neutral","Enroll in high school",1
"z9hod@cunb.edu","458",7,"B","Very much","Not at all","Very much","Disagree","Neutral","Neutral","Disagree","Work after finishing school",1
"ZbmAc@cunb.edu","881",8,"C","Somewhat","Very much","Much","Strongly agree","Agree","Agree","Neutral","Work after finishing school",1
"Zcjvz@cunb.edu","060",7,"D","Somewhat","Very much","Slightly","Agree","Strongly agree","Strongly agree","Neutral","Enroll in high school",1
"zcoww@cunb.edu","057",7,"B","Much","Much","Not at all","Disagree","Neutral","Agree","Neutral","I don't know",1
"ZeyGX@cunb.edu","458",8,"C","Slightly","Much","Not at all","Neutral","Neutral","Strongly agree","Strongly agree","Enroll in a technical institute",1
"zfiZD@cunb.edu","499",6,"A","Somewhat","Much","Very much","Strongly agree","Neutral","Agree","Neutral","Work after finishing school",1
"zfoJX@cunb.edu","946",6,"A","Not at all","Much","Not at all","Disagree","Strongly agree","Strongly agree","Strongly agree","I don't know",1
"zgmnu@cunb.edu","499",7,"A","Slightly","Very much","Somewhat","Strongly agree","Agree","Disagree","Strongly agree","Enroll in a  professional/vocational institute",1
"zhN8c@cunb.edu","458",7,"B","Not at all","Slightly","Somewhat","Neutral","Strongly agree","Strongly agree","Neutral","Enroll in high school",1
"zK84G@cunb.edu","060",7,"A","Not at all","Much","Much","Neutral","Strongly disagree","Strongly agree","Strongly agree","Enroll in a technical institute",1
"Zn3GH@cunb.edu","458",7,"D","Very much","Very much","Much","Neutral","Strongly disagree","Neutral","Strongly agree","Enroll in an university",1
"ZnIE7@cunb.edu","141",8,"C","Somewhat","Slightly","Not at all","Strongly disagree","Disagree","Neutral","Disagree","Enroll in high school",1
"Zpc7G@cunb.edu","060",6,"D","Not at all","Much","Very much","Disagree","Strongly disagree","Strongly disagree","Neutral","I don't know",1
"ZPLGl@cunb.edu","262",8,"A","Not at all","Much","Not at all","Strongly agree","Neutral","Strongly agree","Agree","Enroll in a technical institute",1
"zSrPM@cunb.edu","881",6,"D","Very much","Very much","Somewhat","Strongly agree","Strongly disagree","Strongly agree","Neutral","Enroll in high school",1
"zUUJs@cunb.edu","946",7,"B","Not at all","Very much","Very much","Strongly agree","Neutral","Strongly agree","Strongly disagree","Enroll in an university",1
"ZXtHu@cunb.edu","141",6,"D","Somewhat","Slightly","Slightly","Strongly agree","Neutral","Agree","Neutral","I don't know",1
